listing_id;available;count
7523103;f;365
7523132;f;365
7524051;f;365
7525903;f;365
7527281;f;115
7527281;t;250
7531859;f;365
7539137;f;365
7539731;f;278
7539731;t;87
7539820;f;365
7540069;f;365
7541897;f;365
7551635;f;365
7551731;f;365
7551941;f;365
7552165;f;365
7552387;f;365
7555106;f;365
7555544;f;357
7555544;t;8
7555967;f;365
7556333;f;365
7559303;f;365
7559592;f;365
7566493;f;364
7566493;t;1
7567512;f;365
7571471;f;94
7571471;t;271
7573739;f;365
7574281;f;365
7576502;f;358
7576502;t;7
7576568;f;365
7577134;f;365
7581236;f;365
7585174;f;365
7589916;f;365
7592195;t;365
7594851;f;365
7595349;f;365
7596575;f;365
7597331;f;358
7597331;t;7
7598022;f;365
7599021;f;365
7601340;f;365
7604231;f;365
7604965;f;365
7606845;f;365
7607548;f;365
7608607;f;365
7612191;f;365
7614586;f;365
7616030;f;85
7616030;t;280
7619029;f;365
7626486;f;365
7627311;f;365
7628709;f;357
7628709;t;8
7629100;f;365
7632775;f;327
7632775;t;38
7642756;f;365
7643294;f;365
7643310;f;365
7645127;f;365
7645716;f;365
7647778;f;365
7661807;f;365
7675556;f;323
7675556;t;42
7688548;f;365
7694105;f;365
7696601;f;365
7701495;f;338
7701495;t;27
7704736;f;365
7704803;f;40
7704803;t;325
7704893;f;2
7704893;t;363
7705148;f;365
7705953;f;1
7705953;t;364
7706669;f;365
7706753;f;365
7706783;f;365
7708272;f;365
7712592;f;365
7713312;f;365
7713387;f;365
7714232;f;365
7718405;f;365
7719317;f;365
7719516;f;365
7720233;f;365
7720255;f;365
7720600;f;365
7721564;f;365
7723646;f;365
7724398;f;365
7725507;f;365
7726857;f;365
7728942;f;270
7728942;t;95
7729814;f;365
7731960;f;365
7735476;f;365
7739386;f;365
7743717;f;186
7743717;t;179
7750670;f;365
7752530;f;365
7753468;f;365
7753672;f;365
7757518;f;365
7757866;f;362
7757866;t;3
7772045;f;365
7778480;f;365
7778612;f;365
7781563;f;365
7782918;f;365
7783431;f;365
7783993;f;365
7786634;f;365
7786801;f;360
7786801;t;5
7787732;f;365
7788226;f;206
7788226;t;159
7794227;f;365
7795822;f;365
7795964;f;365
7796139;f;365
7796512;f;365
7797121;f;365
7802486;f;365
7803391;f;316
7803391;t;49
7803723;f;365
7803998;f;365
7804341;f;365
7804517;f;365
7812285;f;365
7812608;f;36
7812608;t;329
7813308;f;365
7813863;f;365
7814872;f;4
7814872;t;361
7814988;f;365
7815853;f;365
7816630;f;365
7817156;f;365
7818829;f;365
7820311;f;365
7821754;f;275
7821754;t;90
7822216;f;365
7822985;f;349
7822985;t;16
7826609;f;276
7826609;t;89
7828980;f;1
7828980;t;364
7828988;f;320
7828988;t;45
7829730;f;37
7829730;t;328
7829747;f;365
7830034;f;365
7833712;f;365
7836474;f;345
7836474;t;20
7836988;f;365
7838274;f;365
7839059;f;365
7846014;f;365
7846464;f;365
7847117;f;365
7855448;f;365
7857870;f;365
7861803;f;365
7862192;f;365
7864783;f;365
7871143;f;162
7871143;t;203
7877533;f;365
7877946;f;365
7879063;f;365
7879767;f;365
7880299;f;365
7881227;f;365
7883592;f;365
7884650;f;365
7890588;f;365
7891490;f;365
7891764;f;365
7893478;f;96
7893478;t;269
7895052;f;365
7895182;f;276
7895182;t;89
7896807;f;365
7896910;f;365
7897980;f;365
7898257;f;365
7898652;f;365
7898819;f;77
7898819;t;288
7899208;f;365
7905052;f;365
7907054;f;365
7909701;f;365
7909816;f;365
7911798;f;365
7912742;f;365
7915276;f;365
7924622;f;365
7924857;f;207
7924857;t;158
7925049;f;365
7925449;f;226
7925449;t;139
7929179;f;365
7931500;f;365
7932992;f;358
7932992;t;7
7934834;f;365
7940995;f;365
7941336;f;365
7945458;f;365
7945960;f;365
7947370;f;365
7947977;f;259
7947977;t;106
7948135;f;365
7950848;f;365
7961030;f;65
7961030;t;300
7962809;f;365
7969191;f;355
7969191;t;10
7975548;f;365
7976249;f;365
7977075;f;365
7981030;f;365
8004757;f;365
8006682;f;204
8006682;t;161
8012155;f;365
8019373;f;365
8019850;f;365
8020016;f;365
8021127;f;127
8021127;t;238
8021740;f;365
8023597;f;365
8028683;f;301
8028683;t;64
8030478;f;365
8030539;f;365
8032079;f;365
8037965;f;365
8038640;f;222
8038640;t;143
8038672;f;365
8041477;f;365
8045709;f;365
8050994;f;365
8057407;f;1
8057407;t;364
8073472;f;365
8074637;f;365
8075704;f;365
8075718;f;365
8076260;f;365
8078616;f;365
8079259;f;112
8079259;t;253
8084800;f;82
8084800;t;283
8093651;f;365
8093694;f;365
8095648;f;365
8097430;f;2
8097430;t;363
8097619;f;365
8099820;f;365
8100829;f;365
8104457;f;365
8108283;f;365
8109231;f;10
8109231;t;355
8109306;f;365
8109666;f;365
8110634;f;365
8111159;f;365
8114394;f;365
8120135;f;365
8120754;f;365
8122504;f;365
8124134;f;365
8125494;f;365
8131189;f;365
8143925;f;365
8146052;f;365
8147571;f;365
8147813;f;365
8148191;f;365
8162552;f;296
8162552;t;69
8167208;f;365
8167933;f;365
8168537;f;365
8176071;f;365
8176659;f;362
8176659;t;3
8179101;f;365
8181826;f;365
8185688;f;365
8187901;f;347
8187901;t;18
8189988;f;190
8189988;t;175
8191077;f;281
8191077;t;84
8191756;f;365
8196105;f;365
8198116;f;365
8200977;f;365
8201117;f;365
8209825;f;7
8209825;t;358
8210708;f;365
8215422;f;365
8219419;f;365
8222359;f;365
8231163;f;365
8233604;f;365
8234253;f;365
8237917;f;365
8246207;f;130
8246207;t;235
8248585;f;365
8251613;f;365
8263224;f;365
8263281;f;365
8264596;f;365
8266358;f;365
8268203;f;365
8268559;f;365
8269677;f;113
8269677;t;252
8269919;f;365
8278105;f;365
8281117;f;365
8281503;f;365
8281663;f;365
8282138;f;350
8282138;t;15
8282936;f;365
8289108;f;361
8289108;t;4
8299748;f;365
8303293;f;365
8303749;f;2
8303749;t;363
8303992;f;92
8303992;t;273
8315524;f;365
8316193;f;365
8318040;f;115
8318040;t;250
8320288;f;365
8321319;f;365
8323962;f;365
8324469;f;365
8329653;f;365
8330263;f;365
8331085;f;309
8331085;t;56
8333438;f;365
8334881;f;365
8338383;f;365
8348686;f;365
8351693;f;365
8356726;f;364
8356726;t;1
8359684;f;365
8361053;f;365
8361667;f;365
8362022;f;95
8362022;t;270
8362554;f;365
8363066;f;365
8363205;f;365
8363803;f;365
8363948;f;365
8368239;f;365
8377415;f;19
8377415;t;346
8378590;f;365
8379807;f;365
8380662;f;362
8380662;t;3
8381720;f;365
8382100;f;365
8382524;f;365
8382934;f;365
8384069;f;78
8384069;t;287
8385328;f;365
8387594;f;349
8387594;t;16
8395119;f;345
8395119;t;20
8397086;f;17
8397086;t;348
8398522;f;361
8398522;t;4
8403110;f;365
8404826;f;365
8405839;f;365
8406764;f;365
8413831;f;365
8413979;f;365
8415000;f;37
8415000;t;328
8415776;f;365
8416865;t;365
8417290;f;365
8421659;f;116
8421659;t;249
8424150;f;365
8432105;f;23
8432105;t;342
8434577;f;186
8434577;t;179
8434745;f;35
8434745;t;330
8440632;f;365
8458099;f;365
8467413;t;365
8468804;f;312
8468804;t;53
8475898;f;135
8475898;t;230
8479567;f;365
8480664;f;365
8482209;f;365
8484166;f;359
8484166;t;6
8490817;f;355
8490817;t;10
8491307;f;365
8493516;f;365
8493548;f;365
8494215;f;365
8494318;f;365
8495988;f;365
8496081;f;365
8501567;f;365
8502593;f;365
8502797;f;365
8510444;f;365
8511647;f;301
8511647;t;64
8513183;f;365
8513567;f;43
8513567;t;322
8515188;f;365
8517502;f;365
8519451;f;365
8525725;f;365
8527440;f;365
8528299;f;365
8532903;f;130
8532903;t;235
8535626;f;365
8537748;f;365
8543134;f;365
8544739;f;348
8544739;t;17
8545420;f;365
8547177;f;365
8551521;f;238
8551521;t;127
8551961;f;365
8562459;f;365
8564806;f;365
8573112;f;334
8573112;t;31
8573716;f;365
8578108;f;1
8578108;t;364
8581083;f;365
8584764;f;365
8586673;f;365
8591687;f;93
8591687;t;272
8599501;f;365
8601476;f;365
8604221;f;365
8604798;f;365
8604803;f;365
8606301;f;365
8606715;f;365
8609137;f;365
8610793;f;365
8612725;f;365
8624407;f;365
8625086;f;261
8625086;t;104
8628820;f;365
8629015;f;365
8637530;f;365
8641456;f;59
8641456;t;306
8641579;f;348
8641579;t;17
8642036;f;53
8642036;t;312
8642711;f;365
8642796;f;166
8642796;t;199
8644656;f;341
8644656;t;24
8648306;f;365
8650287;f;300
8650287;t;65
8650747;f;365
8657220;f;365
8660262;f;48
8660262;t;317
8660693;f;365
8660698;f;39
8660698;t;326
8663020;f;365
8666722;f;365
8677142;f;365
8680699;f;365
8681096;f;365
8681273;f;273
8681273;t;92
8693265;f;49
8693265;t;316
8693789;f;241
8693789;t;124
8694687;f;5
8694687;t;360
8699885;f;365
8700800;f;365
8706862;f;365
8707883;f;365
8708962;f;365
8710031;f;365
8712479;f;365
8714969;f;365
8717725;f;365
8718157;f;365
8724186;f;365
8725786;f;365
8728088;f;365
8728493;f;365
8732160;f;365
8732784;f;365
8735101;f;365
8736069;f;330
8736069;t;35
8736866;f;365
8743652;f;365
8744580;f;365
8744921;f;365
8749341;f;189
8749341;t;176
8750833;f;1
8750833;t;364
8753569;f;365
8754550;f;365
8755764;f;365
8756654;f;365
8758025;f;365
8759061;f;49
8759061;t;317
8759098;f;115
8759098;t;250
8759643;f;365
8761735;f;365
8764643;f;365
8767009;f;365
8767747;f;365
8770120;f;310
8770120;t;55
8774980;f;365
8776335;f;365
8776772;f;365
8779675;f;365
8786022;f;53
8786022;t;312
8786080;f;365
8786196;f;28
8786196;t;337
8787619;f;365
8788403;f;365
8792635;f;101
8792635;t;264
8792777;f;5
8792777;t;360
8798384;f;288
8798384;t;77
8803098;f;365
8805345;f;365
8805782;f;365
8807992;f;365
8808299;f;365
8820418;f;365
8820770;f;365
8823444;f;365
8824574;f;365
8826432;f;365
8835898;f;363
8835898;t;2
8837071;f;365
8840501;f;365
8843219;f;365
8854214;f;365
8855268;f;365
8857282;f;365
8857288;f;365
8861651;f;365
8862802;f;365
8863859;f;365
8866137;f;277
8866137;t;88
8872533;f;55
8872533;t;310
8873233;f;115
8873233;t;250
8873466;f;365
8874073;f;365
8876071;f;365
8877094;f;119
8877094;t;246
8879262;f;365
8879722;f;50
8879722;t;315
8880426;f;365
8880891;f;365
8880908;f;111
8880908;t;254
8883361;f;365
8893580;f;365
8896452;f;349
8896452;t;16
8896501;f;365
8897613;f;365
8911347;f;365
8911950;f;365
8913666;f;365
8914322;f;365
8916311;f;365
8916698;f;365
8917053;f;1
8917053;t;364
8918188;f;1
8918188;t;364
8920212;f;4
8920212;t;361
8921550;f;288
8921550;t;77
8930278;f;365
8932316;f;365
8933102;f;365
8944525;f;365
8945914;f;365
8946277;f;365
8947803;f;365
8950808;f;365
8958006;f;206
8958006;t;159
8958570;f;365
8959528;f;365
8963247;f;365
8964889;f;365
8967596;f;365
8971122;f;1
8971122;t;364
8976034;f;365
8977362;f;32
8977362;t;333
8981648;f;365
8982174;f;365
8986191;f;195
8986191;t;170
8998709;f;365
9003103;f;365
9003963;f;62
9003963;t;303
9006224;f;365
9007086;f;365
9008662;f;365
9008762;f;365
9008887;f;365
9008999;f;365
9019783;f;365
9020907;f;365
9021865;f;24
9021865;t;341
9022717;f;365
9023035;f;365
9027461;f;365
9037305;f;365
9037568;f;365
9038396;f;365
9038734;f;365
9040505;f;132
9040505;t;233
9041901;f;365
9044894;f;146
9044894;t;219
9045210;f;365
9045244;f;345
9045244;t;20
9047867;f;365
9054138;f;365
9057173;f;365
9058164;f;365
9058595;f;365
9060542;f;365
9060823;f;365
9069083;f;365
9070642;f;349
9070642;t;16
9074767;f;365
9075972;f;365
9083550;f;365
9084235;f;365
9089582;f;365
9090734;f;365
9101010;f;365
9103375;f;1
9103375;t;364
9103703;f;349
9103703;t;16
9104448;f;365
9104541;f;339
9104541;t;26
9106661;f;365
9107443;f;365
9107557;f;365
9108386;f;365
9108470;f;7
9108470;t;358
9108632;f;365
9110045;f;365
9113521;f;365
9114443;f;365
9123805;f;365
9124288;f;365
9125319;f;365
9129007;f;365
9130232;f;365
9132885;f;365
9133692;f;365
9135172;f;365
9135417;f;190
9135417;t;175
9141220;f;365
9142716;f;365
9142759;f;365
9142856;f;365
9147285;f;365
9148644;f;365
9151542;f;365
9160760;f;359
9160760;t;6
9161113;f;365
9162524;f;365
9165137;f;365
9176228;f;365
9176530;f;365
9181640;f;32
9181640;t;333
9183025;f;365
9186603;f;365
9191201;f;365
9191502;f;122
9191502;t;243
9191786;f;365
9191833;f;365
9192415;f;365
9193983;f;365
9194027;f;365
9195474;f;365
9199026;f;365
9203943;f;365
9207029;f;365
9207034;f;365
9208956;f;365
9210690;f;365
9211391;f;365
9213744;f;365
9214208;f;7
9214208;t;358
9223034;f;365
9227262;f;365
9228075;f;365
9232986;f;365
9245614;f;365
9245626;f;365
9247120;f;361
9247120;t;4
9249635;f;365
9252278;f;362
9252278;t;3
9252466;f;365
9252483;f;365
9254675;f;365
9263357;f;365
9263780;f;365
9263993;f;365
9266573;f;365
9268762;f;349
9268762;t;16
9271262;f;365
9272999;f;348
9272999;t;17
9273467;t;365
9275222;f;365
9289874;f;246
9289874;t;119
9290154;f;365
9305071;f;365
9307157;f;365
9308904;f;173
9308904;t;192
9320410;f;365
9321688;f;365
9322153;f;365
9322352;f;301
9322352;t;64
9322953;f;365
9323289;f;363
9323289;t;2
9323377;f;72
9323377;t;293
9326539;f;365
9327973;f;365
9328846;f;365
9331043;f;365
9339846;f;365
9340964;f;365
9342404;f;365
9343043;f;365
9343414;f;271
9343414;t;94
9343735;f;365
9343949;f;256
9343949;t;109
9344637;f;365
9345435;f;365
9345544;f;365
9346279;f;365
9346390;f;365
9347195;f;365
9353727;f;365
9355281;f;226
9355281;t;139
9356764;f;365
9356852;f;358
9356852;t;7
9360964;f;365
9362278;f;364
9362278;t;1
9363358;t;365
9366344;f;365
9366434;f;365
9366776;f;365
9373807;f;365
9376657;f;365
9377613;f;365
9381767;f;365
9381853;f;365
9383811;f;365
9389703;f;365
9390005;f;205
9390005;t;160
9390408;f;365
9397239;f;365
9398334;f;365
9399926;f;9
9399926;t;356
9402905;f;360
9402905;t;5
9403324;f;269
9403324;t;96
9404830;f;365
9407969;f;365
9410136;f;212
9410136;t;153
9412502;f;365
9420691;f;365
9424352;f;365
9427056;f;365
9429895;f;365
9440696;f;365
9442138;f;365
9444516;f;30
9444516;t;335
9446146;f;365
9451726;f;365
9455483;f;365
9456482;f;365
9457746;f;365
9459496;f;365
9459610;f;365
9459937;f;365
9459958;f;365
9460389;f;54
9460389;t;311
9461010;f;358
9461010;t;7
9461142;f;167
9461142;t;198
9461654;f;323
9461654;t;42
9462244;f;365
9462627;f;365
9462851;f;365
9468617;f;365
9468652;f;365
9470026;f;365
9470047;f;365
9470556;f;365
9471127;f;365
9471603;f;278
9471603;t;87
9474189;f;365
9483298;f;365
9483789;f;365
9484736;f;320
9484736;t;45
9485867;t;365
9489181;f;365
9489419;f;365
9490390;f;365
9490497;f;354
9490497;t;11
9490628;f;365
9498536;f;365
9502213;f;365
9503035;f;365
9504507;f;365
9506709;f;55
9506709;t;310
9507284;f;365
9509378;f;365
9509889;f;187
9509889;t;178
9510439;f;365
9511515;f;365
9518736;f;365
9525425;f;365
9529700;f;365
9530785;f;95
9530785;t;270
9537235;f;365
9538986;f;365
9539609;f;365
9542122;f;365
9553741;f;365
9554582;f;365
9557653;t;365
9562058;f;365
9567895;f;363
9567895;t;2
9569018;f;365
9569206;f;365
9569885;f;365
9581166;f;365
9581513;f;365
9583026;f;365
9584081;f;365
9584580;f;290
9584580;t;75
9586600;f;365
9586659;f;365
9586685;f;208
9586685;t;157
9586821;f;365
9586960;f;365
9588214;f;365
9588219;f;115
9588219;t;250
9588946;f;365
9590560;f;365
9591279;f;364
9591279;t;1
9597782;f;365
9599423;f;235
9599423;t;130
9599927;f;365
9602508;f;365
9604398;f;365
9605087;f;365
9605277;f;365
9609029;f;365
9609520;f;365
9609542;f;365
9610007;f;365
9610130;f;365
9611073;f;296
9611073;t;69
9611898;f;365
9612180;f;365
9613135;f;321
9613135;t;44
9613546;f;365
9618303;f;365
9619069;f;365
9619832;t;365
9621792;f;365
9625066;f;365
9629614;f;365
9629640;f;115
9629640;t;250
9632913;f;50
9632913;t;315
9636008;f;365
9638051;f;365
9638910;f;365
9641233;f;364
9641233;t;1
9644532;f;365
9645744;f;354
9645744;t;11
9650371;f;23
9650371;t;342
9650472;f;365
9657917;f;365
9659173;f;365
9661027;f;365
9661695;f;365
9666347;f;365
9670286;f;365
9670793;f;365
9672837;f;184
9672837;t;181
9673745;f;365
9675163;f;365
9676361;f;365
9681458;f;346
9681458;t;19
9687750;f;365
9687879;f;365
9702049;f;365
9702104;f;365
9702482;f;365
9702511;f;284
9702511;t;81
9702945;f;365
9703265;f;365
9703829;f;365
9705732;f;365
9707369;f;365
9708704;f;365
9708720;f;365
9709044;f;365
9720935;f;365
9721216;f;365
9721227;f;365
9721264;f;365
9722581;f;166
9722581;t;199
9723190;f;365
9724374;f;365
9726490;f;365
9728530;f;178
9728530;t;187
9734427;f;277
9734427;t;88
9741194;f;365
9743324;f;358
9743324;t;7
9744814;f;365
9744946;f;365
9763557;f;364
9763557;t;1
9765446;f;365
9772215;f;365
9772262;f;365
9783434;f;365
9784795;f;42
9784795;t;323
9786590;f;365
9788158;f;365
9789343;f;365
9791627;f;365
9791847;f;365
9792353;f;365
9799012;f;199
9799012;t;166
9800263;f;365
9801366;f;365
9802253;t;365
9802546;f;365
9808608;f;23
9808608;t;342
9808726;f;365
9814792;f;365
9815325;f;346
9815325;t;19
9816257;f;217
9816257;t;148
9816893;f;207
9816893;t;158
9817391;f;365
9818537;f;365
9818756;f;365
9822447;f;365
9823962;f;116
9823962;t;249
9827642;f;217
9827642;t;148
9829578;f;365
9833390;f;365
9834151;f;129
9834151;t;236
9835777;f;365
9836621;f;186
9836621;t;179
9837054;f;365
9838929;f;365
9840061;f;70
9840061;t;295
9840286;f;365
9840298;f;210
9840298;t;155
9840533;f;365
9842140;f;365
9842639;f;365
9848959;f;365
9850294;f;365
9850968;f;365
9851168;f;365
9851660;f;365
9852493;f;116
9852493;t;249
9856078;f;291
9856078;t;74
9856921;f;365
9860071;f;2
9860071;t;363
9860549;f;365
9869642;f;365
9873544;f;365
9874512;f;365
9880384;f;365
9880410;f;365
9884602;f;365
9891516;f;365
9893897;f;365
9895357;f;365
9895854;f;340
9895854;t;25
9896515;f;347
9896515;t;18
9896780;f;365
9903960;f;238
9903960;t;127
9912550;f;365
9919759;t;365
9921636;f;350
9921636;t;15
9922371;f;365
9924395;f;365
9924474;f;365
9925418;f;365
9927366;f;365
9930645;f;365
9932130;f;365
9932298;f;365
9932417;f;365
9932727;f;365
9934658;f;365
9934861;f;365
9936357;f;365
9942636;f;365
9947853;f;365
9949257;f;282
9949257;t;83
9950094;f;365
9951188;f;365
9955618;f;365
9956102;f;365
9956880;f;365
9962077;f;365
9962356;f;365
9963348;f;365
9964923;f;365
9968312;f;365
9971531;f;365
9981202;f;260
9981202;t;105
9981220;f;365
9981383;f;365
9983460;f;365
9984246;f;365
9984282;f;365
9985691;f;192
9985691;t;173
9990099;f;3
9990099;t;362
9991270;f;365
9992899;f;365
9993723;f;365
9996040;f;1
9996040;t;364
10003546;f;365
10004732;f;365
10004773;f;365
10005851;f;365
10008030;f;314
10008030;t;51
10009100;f;365
10010413;f;365
10010981;f;365
10012794;f;365
10015389;f;365
10016977;f;365
10023540;f;365
10025641;f;297
10025641;t;68
10026780;f;300
10026780;t;65
10027284;f;365
10028491;f;365
10029295;f;365
10030015;f;365
10030498;f;365
10031824;f;365
10035535;f;365
10035602;f;365
10035641;f;1
10035641;t;364
10036244;f;365
10036864;f;225
10036864;t;140
10043980;f;238
10043980;t;127
10044256;f;296
10044256;t;69
10044434;f;111
10044434;t;254
10045188;f;365
10046150;f;365
10048952;f;365
10049391;f;365
10050359;f;365
10050622;f;365
10052457;f;365
10055684;f;7
10055684;t;358
10055894;f;49
10055894;t;316
10065009;f;365
10065116;f;365
10065422;f;365
10065959;f;365
10070776;f;365
10078899;f;365
10080772;f;365
10080818;f;365
10086750;f;359
10086750;t;6
10093018;f;365
10093279;f;365
10094629;f;365
10094980;f;256
10094980;t;109
10095391;f;365
10095510;f;365
10096927;f;365
10096971;f;364
10096971;t;1
10097793;f;365
10098198;f;115
10098198;t;250
10098550;f;365
10104614;f;363
10104614;t;2
10110034;f;365
10110333;f;365
10111606;f;239
10111606;t;126
10111823;f;365
10112132;f;365
10114567;f;365
10118060;f;365
10119487;f;24
10119487;t;341
10121407;f;365
10121696;f;365
10122850;f;5
10122850;t;360
10129292;f;365
10131233;f;365
10133666;f;365
10133734;f;365
10135775;f;365
10136640;f;202
10136640;t;163
10145433;f;111
10145433;t;254
10145803;f;95
10145803;t;270
10145992;f;171
10145992;t;194
10146182;f;365
10146499;f;365
10152802;f;365
10161074;f;364
10161074;t;1
10161099;f;365
10161202;f;364
10161202;t;1
10161717;f;365
10177152;f;365
10181220;f;365
10182011;f;364
10182011;t;1
10182237;f;365
10182371;f;365
10190247;f;257
10190247;t;108
10197779;f;365
10198226;f;41
10198226;t;324
10201367;f;365
10204197;f;365
10217380;f;365
10221568;f;365
10225933;f;23
10225933;t;342
10227023;f;365
10227700;f;365
10230893;f;365
10237920;f;365
10238838;f;365
10240434;f;20
10240434;t;345
10241939;f;269
10241939;t;96
10244081;f;365
10250192;f;365
10257082;f;365
10258112;f;365
10259094;f;56
10259094;t;309
10259745;f;365
10260830;f;365
10261203;f;24
10261203;t;341
10276466;f;365
10276899;f;82
10276899;t;283
10279174;f;365
10280513;f;365
10287267;f;272
10287267;t;93
10287695;f;116
10287695;t;249
10288478;f;365
10290215;f;365
10291708;f;365
10304861;f;365
10305318;f;365
10306765;f;365
10320950;f;112
10320950;t;253
10322252;f;365
10322779;f;365
10323042;f;365
10328316;f;365
10329714;f;365
10331856;f;365
10332580;f;365
10334240;f;365
10337443;f;365
10360276;f;196
10360276;t;169
10361515;f;365
10366937;f;82
10366937;t;284
10372730;f;365
10374651;f;365
10379281;f;286
10379281;t;79
10383864;f;365
10397401;f;365
10398022;f;365
10398993;f;365
10400021;f;195
10400021;t;170
10405553;f;365
10405630;f;365
10405631;f;365
10421029;f;364
10421029;t;1
10423515;f;365
10432232;f;256
10432232;t;109
10433027;f;365
10433058;f;365
10434645;f;365
10441222;f;270
10441222;t;95
10443563;f;365
10446576;f;365
10448732;f;365
10468991;f;309
10468991;t;56
10479859;f;365
10483201;f;338
10483201;t;27
10483384;f;353
10483384;t;12
10483862;f;365
10485869;f;365
10487059;f;365
10489215;f;365
10489911;f;365
10492761;f;296
10492761;t;69
10493156;f;365
10496067;f;365
10496812;f;12
10496812;t;353
10500911;f;299
10500911;t;66
10507237;f;365
10509310;f;365
10510906;f;314
10510906;t;51
10511291;t;365
10512219;f;365
10512492;f;355
10512492;t;10
10513107;f;365
10517099;f;2
10517099;t;363
10521299;f;365
10522903;f;286
10522903;t;79
10533619;f;365
10534679;f;365
10535428;f;365
10536357;f;318
10536357;t;47
10536882;f;365
10538208;f;346
10538208;t;19
10549599;f;2
10549599;t;363
10554675;f;365
10559152;f;365
10559742;f;365
10564262;f;365
10564421;f;344
10564421;t;21
10565705;f;365
10569785;f;365
10578170;f;365
10580396;f;365
10582203;f;365
10584377;f;365
10584731;f;365
10586291;f;67
10586291;t;298
10588554;f;365
10593371;f;231
10593371;t;134
10601129;f;365
10601221;f;365
10601344;f;365
10601589;f;365
10602473;f;365
10611436;f;276
10611436;t;89
10621418;f;365
10622705;f;365
10625213;f;360
10625213;t;5
10641430;f;365
10643527;f;365
10645956;f;365
10648991;f;365
10654445;f;365
10662701;f;365
10667715;f;365
10668417;f;331
10668417;t;34
10675019;f;365
10678004;f;280
10678004;t;85
10691587;f;365
10696168;f;365
10697267;f;365
10697433;f;365
10699479;f;365
10700080;f;365
10700796;f;42
10700796;t;323
10701389;f;365
10712917;f;365
10713194;f;365
10717008;f;365
10717287;f;365
10717483;f;365
10719155;f;365
10721666;t;365
10725464;f;365
10750570;f;365
10758185;f;365
10760972;f;238
10760972;t;127
10763288;f;365
10776378;f;365
10782295;f;365
10794641;f;365
10795403;f;365
10795955;f;365
10796549;f;365
10797564;f;365
10799221;f;365
10800247;f;365
10802130;f;365
10805235;f;365
10806877;f;365
10809128;f;365
10817619;f;278
10817619;t;87
10817774;f;365
10818747;f;365
10822854;f;365
10823505;f;122
10823505;t;243
10829979;f;365
10830812;f;365
10844085;f;365
10849177;f;365
10850040;f;365
10852637;f;365
10853698;f;365
10853963;f;365
10871313;f;365
10883799;f;365
10894967;f;282
10894967;t;83
10899421;f;365
10905722;f;330
10905722;t;35
10917343;f;365
10920384;f;206
10920384;t;159
10922212;f;188
10922212;t;177
10934482;f;365
10936878;f;365
10944855;f;365
10945523;f;365
10946703;f;365
10951851;f;365
10951883;f;365
10952096;f;365
10952396;f;365
10952538;f;127
10952538;t;238
10961810;f;365
10964393;f;365
10974150;f;365
10977039;f;365
10979673;f;365
10981961;f;365
10989067;f;365
10989299;f;365
10992459;f;365
10997159;f;365
11000373;f;313
11000373;t;52
11000924;f;365
11002544;f;365
11003337;f;365
11015244;f;365
11015568;f;365
11016834;f;365
11032596;f;365
11034875;f;365
11035643;f;246
11035643;t;119
11040038;f;365
11040717;t;365
11040881;f;365
11051820;f;365
11051838;f;365
11054922;f;282
11054922;t;83
11057364;f;213
11057364;t;152
11073680;f;365
11075309;f;365
11077765;f;365
11083865;f;365
11084718;f;365
11085021;f;365
11085189;f;365
11090880;t;365
11090898;f;365
11091013;f;365
11094367;f;365
11097614;f;9
11097614;t;356
11098408;f;60
11098408;t;305
11101667;f;365
11106363;f;365
11108642;f;365
11109865;f;365
11113293;f;365
11113843;f;365
11115316;f;1
11115316;t;364
11115501;f;365
11121039;f;365
11123361;f;365
11131879;f;365
11135207;f;365
11136031;f;365
11142419;f;311
11142419;t;54
11143534;f;365
11147683;f;365
11152132;f;365
11152558;f;365
11152856;f;365
11153791;f;365
11155657;f;365
11156343;f;365
11157130;f;365
11158462;f;365
11161348;f;14
11161348;t;351
11161861;f;16
11161861;t;349
11162674;t;365
11163650;f;365
11164669;f;365
11164847;f;365
11165921;f;307
11165921;t;58
11170356;f;310
11170356;t;55
11171087;f;365
11172184;f;365
11173137;f;365
11174522;f;365
11175840;f;340
11175840;t;25
11176673;f;365
11178448;f;39
11178448;t;326
11182981;f;365
11184632;f;365
11200168;f;174
11200168;t;191
11201740;f;365
11204463;f;296
11204463;t;69
11204982;f;365
11206092;f;365
11215477;t;365
11217131;f;357
11217131;t;8
11218361;f;365
11219957;f;365
11233751;f;365
11235093;f;365
11238776;f;293
11238776;t;72
11239298;f;226
11239298;t;139
11246802;f;365
11247153;f;365
11247862;f;365
11250293;f;365
11251439;f;365
11252596;f;175
11252596;t;190
11253646;f;365
11256727;f;365
11264616;f;365
11264941;f;365
11265870;f;77
11265870;t;288
11265917;f;365
11267148;f;365
11269761;f;188
11269761;t;177
11274843;f;365
11275833;f;365
11277076;f;365
11278289;f;365
11288652;f;365
11290977;f;275
11290977;t;90
11294007;f;192
11294007;t;173
11306432;f;349
11306432;t;16
11306602;f;365
11310110;f;365
11312357;f;365
11317473;f;278
11317473;t;87
11317998;f;365
11319568;f;365
11320052;f;365
11320762;f;365
11329368;f;365
11339719;f;365
11341780;f;365
11342014;f;365
11347289;f;365
11347669;t;365
11348551;f;365
11354028;f;89
11354028;t;276
11358343;f;365
11360453;f;365
11366315;f;365
11368774;f;365
11369083;f;365
11369513;f;365
